gender,Partner,Dependents,PhoneService,tenure,MonthlyCharges
Female,No,No,Yes,27,85.25
Male,No,No,Yes,6,20.15
Male,Yes,Yes,Yes,9,90.35
Female,Yes,Yes,Yes,8,55.75
Female,Yes,Yes,Yes,71,114.6
Female,No,No,Yes,10,80.05
Male,No,No,Yes,1,20.0
Female,Yes,No,No,71,66.8
Male,Yes,No,Yes,68,100.3
Male,No,No,Yes,34,105.35
Male,No,No,Yes,26,85.2
Female,No,No,Yes,22,48.8
Male,No,No,Yes,7,18.95
Female,Yes,No,Yes,20,69.8
Female,Yes,No,Yes,60,106.15
Male,Yes,Yes,Yes,72,20.55
Female,Yes,No,Yes,72,105.75
Male,No,No,Yes,4,25.25
Male,Yes,Yes,Yes,16,19.75
Female,Yes,No,Yes,62,104.85
Female,No,No,Yes,10,60.95
Male,No,No,Yes,31,81.15
Female,Yes,No,Yes,71,19.1
Male,No,No,Yes,58,20.8
Male,Yes,Yes,Yes,70,90.15
Female,Yes,No,Yes,71,90.1
Male,No,No,Yes,69,74.1
Female,No,No,Yes,1,85.05
Female,Yes,Yes,Yes,72,118.75
Female,Yes,No,Yes,26,85.9
Female,Yes,No,Yes,33,95.0
Female,Yes,Yes,Yes,10,20.15
Female,No,No,Yes,57,101.3
Female,No,No,Yes,10,21.2
Female,Yes,Yes,Yes,39,24.2
Female,No,No,Yes,11,20.3
Female,Yes,Yes,Yes,21,102.8
Female,Yes,Yes,Yes,68,85.3
Male,No,No,Yes,18,89.6
Female,No,No,Yes,6,99.95
Male,No,No,Yes,18,56.25
Female,Yes,Yes,Yes,52,50.95
Male,Yes,Yes,Yes,56,115.85
Male,No,No,Yes,45,103.65
Female,No,No,Yes,67,26.1
Male,Yes,No,No,3,35.1
Male,No,No,Yes,65,99.1
Male,Yes,No,Yes,63,67.25
Female,Yes,Yes,Yes,11,25.0
Male,No,Yes,Yes,1,59.55
Male,No,No,Yes,55,77.8
Male,Yes,Yes,Yes,25,55.1
Male,Yes,No,Yes,72,117.8
Female,Yes,No,Yes,72,24.15
Female,No,Yes,No,65,45.25
Female,No,No,Yes,54,79.5
Male,Yes,Yes,Yes,7,20.25
Female,Yes,No,Yes,72,64.75
Male,Yes,No,Yes,21,54.6
Female,No,No,Yes,2,20.7
Male,No,No,Yes,4,94.75
Male,Yes,No,Yes,3,79.65
Male,Yes,No,Yes,72,115.8
Female,No,No,Yes,6,49.45
Male,No,No,Yes,52,83.8
Male,Yes,No,Yes,69,95.35
Male,No,No,Yes,8,94.7
Female,No,No,Yes,8,74.05
Female,No,No,Yes,63,89.6
Male,No,No,Yes,60,116.6
Female,Yes,No,Yes,12,54.2
Female,No,No,Yes,13,19.3
Male,No,No,Yes,22,65.05
Male,No,No,Yes,5,92.5
Female,Yes,Yes,Yes,1,19.45
Female,Yes,Yes,Yes,72,24.05
Female,No,No,Yes,2,18.75
Female,Yes,Yes,Yes,40,20.15
Male,Yes,Yes,Yes,44,20.0
Male,Yes,No,Yes,71,71.0
Female,No,No,Yes,2,75.55
Male,No,No,Yes,26,93.6
Male,Yes,Yes,Yes,1,70.0
Female,No,No,No,1,24.4
Male,Yes,Yes,Yes,65,74.8
Male,No,No,Yes,3,65.25
Male,No,No,Yes,13,50.55
Female,Yes,No,Yes,33,104.4
Female,No,No,Yes,1,70.7
Male,Yes,Yes,Yes,4,45.25
Male,No,No,Yes,2,70.3
Male,Yes,No,Yes,72,108.95
Female,Yes,Yes,Yes,37,26.45
Female,No,No,Yes,15,86.2
Female,No,No,Yes,23,19.65
Female,Yes,Yes,No,30,51.2
Female,Yes,Yes,Yes,42,19.05
Female,No,No,Yes,32,74.75
Female,Yes,Yes,Yes,22,75.8
Male,Yes,No,No,42,25.1
Female,No,No,Yes,8,44.45
Female,Yes,Yes,Yes,65,104.3
Female,No,No,Yes,2,19.5
Female,Yes,Yes,Yes,70,89.0
Male,No,Yes,Yes,22,20.15
Female,No,No,Yes,4,74.9
Female,No,No,Yes,2,74.9
Female,Yes,Yes,No,67,36.15
Female,No,No,Yes,25,19.2
Female,Yes,No,Yes,20,19.25
Female,No,Yes,Yes,2,61.2
Male,No,No,Yes,51,20.45
Female,Yes,Yes,No,46,35.05
Female,No,No,Yes,25,100.25
Male,No,Yes,Yes,13,44.0
Female,No,No,Yes,25,102.8
Male,Yes,Yes,Yes,26,50.35
Male,No,No,Yes,43,100.0
Male,No,Yes,Yes,19,20.0
Male,Yes,No,Yes,10,99.85
Female,No,Yes,Yes,2,94.2
Female,Yes,No,Yes,72,86.4
Male,No,No,Yes,18,58.4
Male,No,No,Yes,9,83.85
Female,No,No,Yes,27,88.3
Male,No,No,Yes,24,94.1
Male,No,No,Yes,69,104.05
Female,Yes,No,Yes,46,108.9
Female,No,No,Yes,72,107.4
Male,Yes,No,Yes,22,94.7
Female,Yes,No,Yes,70,90.85
Female,No,No,Yes,2,19.9
Male,Yes,No,Yes,31,66.4
Female,Yes,No,Yes,56,100.65
Female,Yes,Yes,Yes,16,100.7
Male,No,Yes,Yes,52,25.6
Male,Yes,Yes,Yes,13,19.85
Female,No,No,Yes,35,20.75
Female,No,No,Yes,59,95.8
Male,Yes,No,Yes,72,94.65
Female,Yes,No,Yes,66,80.55
Female,Yes,No,Yes,49,106.65
Female,No,No,Yes,2,45.85
Male,No,No,Yes,21,104.35
Male,No,No,No,54,55.45
Male,Yes,No,Yes,24,78.85
Male,No,No,Yes,1,61.15
Male,No,No,Yes,6,78.95
Female,No,No,Yes,1,44.45
Male,No,Yes,Yes,49,109.2
Female,Yes,Yes,Yes,56,61.3
Female,No,No,Yes,56,96.85
Female,Yes,Yes,No,6,40.55
Male,No,No,Yes,32,19.8
Male,Yes,Yes,Yes,50,108.25
Male,Yes,Yes,Yes,58,105.05
Female,Yes,Yes,Yes,65,90.45
Female,No,No,Yes,64,86.4
Female,Yes,No,Yes,66,66.9
Male,Yes,No,Yes,38,110.7
Female,Yes,No,Yes,20,20.0
Male,No,No,Yes,36,84.9
Male,No,No,Yes,64,102.1
Male,No,No,Yes,1,20.25
Female,No,No,Yes,60,70.15
Male,No,No,Yes,1,74.35
Female,Yes,Yes,Yes,50,80.05
Male,No,No,Yes,1,62.05
Female,Yes,No,No,72,49.2
Male,Yes,No,Yes,60,20.5
Male,No,No,No,46,38.25
Female,Yes,Yes,No,69,54.95
Male,No,No,Yes,31,96.6
Male,Yes,Yes,Yes,19,19.9
Female,Yes,Yes,Yes,71,19.9
Male,Yes,No,Yes,12,84.6
Male,Yes,Yes,Yes,39,80.0
Male,No,No,Yes,44,85.25
Female,Yes,Yes,Yes,56,81.25
Female,Yes,No,Yes,72,115.5
Male,No,No,Yes,5,104.1
Female,No,No,Yes,11,79.0
Male,Yes,No,No,24,39.1
Female,Yes,No,Yes,15,94.65
Male,No,No,Yes,72,20.8
Male,Yes,No,Yes,56,59.5
Male,No,No,Yes,64,20.05
Female,Yes,No,Yes,34,100.45
Male,No,No,Yes,2,76.5
Male,No,No,Yes,35,20.6
Male,No,No,Yes,22,20.3
Male,No,No,Yes,5,49.2
Male,No,No,No,9,39.55
Male,No,No,Yes,11,23.15
Male,No,No,Yes,23,20.45
Female,Yes,Yes,Yes,4,80.85
Male,Yes,No,Yes,68,25.25
Male,Yes,No,Yes,33,91.25
Male,No,No,Yes,31,72.45
Male,No,No,Yes,1,60.1
Female,No,No,Yes,56,19.7
Male,No,No,Yes,1,78.95
Male,Yes,Yes,Yes,66,75.1
Male,Yes,Yes,Yes,72,25.0
Male,No,No,Yes,34,69.15
Female,Yes,Yes,Yes,58,91.55
Male,No,No,Yes,2,45.15
Male,No,No,No,37,35.8
Female,No,No,Yes,71,113.15
Male,Yes,Yes,Yes,1,19.85
Male,Yes,Yes,Yes,71,19.8
Male,Yes,Yes,Yes,35,19.9
Female,Yes,Yes,Yes,6,19.7
Female,No,No,Yes,3,79.4
Female,Yes,Yes,Yes,69,59.1
Male,No,No,No,44,53.95
Female,Yes,No,Yes,53,91.15
Female,Yes,No,Yes,24,99.3
Female,Yes,No,Yes,5,68.95
Female,No,Yes,Yes,2,51.55
Male,No,Yes,Yes,62,24.4
Female,Yes,No,Yes,19,96.8
Male,No,No,Yes,9,70.05
Male,No,No,Yes,53,19.5
Male,No,No,Yes,5,78.75
Female,Yes,Yes,Yes,71,69.2
Female,No,No,Yes,1,19.55
Male,No,No,Yes,18,80.65
Male,No,No,Yes,72,103.65
Female,Yes,No,Yes,4,54.7
Male,No,No,Yes,59,54.15
Female,No,No,Yes,1,71.1
Female,Yes,No,Yes,31,84.85
Male,Yes,No,Yes,3,20.0
Female,Yes,No,Yes,65,106.25
Male,Yes,No,Yes,49,99.25
Male,No,No,Yes,2,19.35
Female,Yes,No,Yes,53,20.8
Female,Yes,No,Yes,55,94.75
Male,Yes,Yes,Yes,72,114.05
Female,No,No,Yes,36,74.9
Female,Yes,Yes,Yes,10,19.8
Male,No,No,Yes,1,94.0
Female,Yes,Yes,Yes,72,80.85
Female,No,No,Yes,28,54.65
Male,Yes,No,Yes,38,91.7
Female,No,No,Yes,61,118.6
Male,Yes,Yes,Yes,52,24.55
Male,No,No,Yes,67,19.45
Female,No,Yes,Yes,34,116.15
Female,No,No,Yes,54,80.6
Female,Yes,No,Yes,1,20.3
Female,No,No,Yes,15,89.85
Female,No,No,Yes,4,46.0
Female,No,No,Yes,9,66.25
Female,No,Yes,Yes,46,99.8
Female,No,No,Yes,22,90.0
Male,No,No,Yes,38,70.45
Female,Yes,Yes,Yes,55,75.0
Female,No,No,Yes,1,19.9
Male,Yes,No,Yes,64,80.3
Male,No,Yes,Yes,53,19.75
Female,Yes,No,Yes,58,84.3
Male,Yes,No,No,56,54.05
Male,Yes,Yes,Yes,72,104.9
Male,No,No,Yes,1,53.95
Male,Yes,No,Yes,72,97.25
Male,No,No,Yes,22,83.05
Female,No,No,Yes,8,105.5
Female,No,Yes,Yes,16,81.0
Female,No,No,No,39,41.1
Female,No,No,Yes,12,45.0
Male,Yes,No,Yes,54,74.55
Female,No,No,No,18,40.2
Male,Yes,No,Yes,32,70.5
Female,No,No,Yes,41,19.75
Male,Yes,Yes,Yes,67,24.65
Male,Yes,No,Yes,65,104.25
Female,No,No,Yes,25,78.35
Female,Yes,Yes,Yes,1,69.8
Female,Yes,No,Yes,67,109.7
Male,No,No,Yes,7,73.75
Female,No,No,No,43,33.45
Female,No,No,Yes,24,94.6
Male,No,No,Yes,9,54.55
Male,Yes,Yes,Yes,69,20.2
Female,No,Yes,Yes,37,20.3
Male,Yes,Yes,No,20,39.4
Male,No,No,Yes,7,69.15
Female,No,No,Yes,37,76.25
Female,No,No,Yes,5,93.9
Male,No,No,No,41,51.35
Female,No,No,Yes,54,100.05
Female,No,No,Yes,3,70.4
Male,No,No,Yes,69,20.3
Female,No,No,Yes,53,94.45
Male,Yes,Yes,No,18,46.4
Male,Yes,No,Yes,64,104.05
Female,Yes,Yes,Yes,31,91.15
Female,No,No,No,20,24.9
Male,Yes,Yes,Yes,57,59.6
Male,Yes,No,Yes,63,108.5
Male,Yes,Yes,No,13,40.55
Female,Yes,No,Yes,48,58.95
Female,No,No,Yes,2,70.95
Male,Yes,Yes,Yes,57,20.75
Male,Yes,No,Yes,71,113.15
Female,Yes,Yes,Yes,7,48.8
Female,No,No,Yes,16,63.05
Male,Yes,No,Yes,34,100.85
Female,Yes,No,Yes,37,99.5
Male,No,No,Yes,16,80.55
Male,No,Yes,Yes,48,64.4
Male,Yes,Yes,Yes,58,75.2
Female,Yes,No,Yes,72,84.9
Female,No,No,Yes,7,19.3
Female,No,No,Yes,38,83.9
Female,Yes,No,Yes,48,117.45
Male,No,No,Yes,10,104.4
Female,No,No,Yes,30,74.65
Male,Yes,No,Yes,31,59.05
Female,No,No,Yes,46,69.1
Male,Yes,No,Yes,50,20.55
Male,Yes,No,Yes,28,76.55
Female,No,No,No,66,62.5
Male,No,No,No,8,29.4
Female,Yes,Yes,Yes,41,94.9
Male,Yes,No,Yes,72,111.65
Female,No,No,Yes,7,19.9
Female,Yes,Yes,Yes,38,20.45
Male,No,No,Yes,44,106.05
Male,Yes,Yes,Yes,47,113.45
Male,Yes,Yes,Yes,53,92.55
Male,Yes,No,Yes,4,65.6
Male,No,No,Yes,20,84.35
Male,No,No,Yes,2,44.65
Male,Yes,No,Yes,57,71.1
Female,Yes,No,Yes,44,85.15
Male,No,No,Yes,24,49.7
Male,Yes,Yes,No,15,30.2
Female,No,No,No,3,25.25
Female,No,Yes,Yes,4,84.05
Male,Yes,No,Yes,37,85.7
Female,No,No,Yes,1,74.7
Female,No,No,Yes,24,56.35
Female,No,No,Yes,5,90.8
Female,No,No,Yes,33,107.55
Female,Yes,Yes,Yes,58,19.85
Female,Yes,Yes,Yes,72,95.9
Female,Yes,No,Yes,71,23.85
Female,No,No,Yes,28,106.15
Male,Yes,No,Yes,51,83.85
Female,No,No,Yes,30,85.35
Male,Yes,No,Yes,72,84.8
Male,No,No,Yes,36,90.85
Male,No,Yes,Yes,14,76.1
Female,Yes,Yes,Yes,72,74.55
Female,Yes,Yes,No,22,39.2
Female,No,No,Yes,2,79.55
Female,No,No,Yes,15,19.6
Male,Yes,Yes,Yes,51,19.55
Male,Yes,No,No,70,39.15
Female,Yes,Yes,Yes,71,20.1
Female,Yes,Yes,Yes,39,99.95
Female,Yes,Yes,Yes,61,59.8
Female,No,No,Yes,52,49.75
Female,No,No,No,1,35.75
Male,Yes,No,Yes,64,108.5
Male,Yes,No,Yes,62,60.15
Male,Yes,No,Yes,30,19.05
Female,Yes,Yes,Yes,4,46.0
Male,Yes,No,Yes,63,84.0
Female,No,No,Yes,1,44.55
Male,Yes,No,Yes,15,103.45
Male,Yes,Yes,Yes,27,80.65
Female,No,Yes,No,4,57.2
Female,Yes,No,Yes,72,110.75
Male,Yes,No,Yes,45,24.7
Female,No,No,Yes,45,97.05
Female,No,No,Yes,36,76.35
Male,Yes,Yes,Yes,17,89.4
Male,No,No,Yes,1,18.9
Male,No,No,Yes,16,74.45
Male,No,No,Yes,3,19.8
Male,Yes,Yes,Yes,4,50.9
Female,Yes,No,Yes,71,84.4
Male,Yes,Yes,Yes,10,24.4
Male,Yes,Yes,Yes,20,20.05
Male,No,No,Yes,4,81.0
Male,No,No,Yes,26,98.35
Female,No,No,Yes,4,55.5
Male,No,No,No,5,51.0
Female,Yes,No,Yes,4,91.65
Male,Yes,No,Yes,29,84.3
Male,No,No,Yes,2,100.2
Female,No,No,Yes,29,19.4
Male,No,Yes,Yes,1,90.85
Male,No,No,Yes,1,69.4
Female,No,No,Yes,8,94.45
Male,No,No,Yes,13,20.4
Female,Yes,No,Yes,59,94.75
Female,Yes,Yes,Yes,1,20.15
Male,No,No,Yes,50,95.7
Male,Yes,No,Yes,18,44.35
Female,Yes,Yes,Yes,17,74.55
Male,Yes,No,Yes,47,73.6
Female,No,No,Yes,26,74.95
Female,No,No,No,6,47.95
Male,Yes,Yes,Yes,19,50.1
Female,No,No,Yes,3,63.6
Female,Yes,Yes,No,68,53.0
Female,Yes,No,Yes,2,19.85
Male,No,No,No,7,24.35
Female,No,No,Yes,18,19.55
Female,Yes,No,Yes,71,25.05
Male,Yes,No,Yes,13,93.8
Male,No,No,No,3,36.85
Male,Yes,No,Yes,72,103.75
Male,Yes,Yes,No,66,56.75
Male,Yes,Yes,Yes,24,20.8
Female,No,No,Yes,1,44.1
Female,Yes,Yes,Yes,56,24.45
Female,Yes,No,Yes,22,25.6
Male,No,No,No,14,50.75
Female,Yes,No,Yes,61,104.4
Female,Yes,No,No,40,39.3
Female,No,No,Yes,42,59.65
Female,Yes,Yes,Yes,72,83.3
Female,No,No,Yes,12,79.55
Male,Yes,No,Yes,71,24.45
Female,Yes,No,Yes,26,19.2
Female,No,Yes,No,7,29.8
Female,Yes,Yes,Yes,6,45.5
Female,No,No,Yes,58,106.45
Male,Yes,No,No,51,30.05
Male,Yes,Yes,No,72,65.65
Female,No,No,Yes,18,96.05
Female,No,No,Yes,7,75.1
Female,No,No,Yes,47,74.05
Male,No,No,Yes,2,44.7
Male,No,No,Yes,62,110.75
Female,Yes,Yes,Yes,16,19.7
Male,No,No,Yes,6,49.5
Male,No,No,Yes,19,55.0
Female,Yes,Yes,No,69,43.95
Male,Yes,Yes,Yes,11,74.35
Female,Yes,No,Yes,64,111.15
Female,Yes,No,Yes,39,104.7
Female,No,No,Yes,15,55.7
Male,No,No,Yes,25,20.6
Female,No,No,Yes,6,19.65
Male,Yes,No,Yes,66,115.8
Female,No,No,Yes,61,88.65
Female,Yes,No,Yes,43,94.5
Female,No,No,Yes,12,20.1
Male,No,No,No,23,34.65
Male,Yes,No,No,71,52.3
Female,No,No,Yes,34,65.0
Female,No,No,Yes,5,19.85
Female,Yes,No,No,41,35.45
Female,Yes,Yes,Yes,72,19.7
Male,No,No,Yes,14,95.6
Female,No,No,Yes,41,19.85
Female,Yes,Yes,Yes,23,81.85
Male,Yes,Yes,Yes,71,109.3
Female,No,No,Yes,1,70.3
Male,Yes,No,Yes,72,25.4
Male,Yes,Yes,Yes,6,69.8
Male,Yes,Yes,Yes,23,20.0
Male,Yes,No,Yes,10,85.55
Female,No,No,Yes,72,109.9
Female,Yes,No,Yes,7,50.3
Male,No,Yes,Yes,6,94.5
Male,Yes,Yes,Yes,9,101.5
Female,No,No,Yes,12,89.15
Female,No,No,Yes,1,19.4
Female,Yes,Yes,No,48,29.9
Male,No,No,Yes,20,78.8
Female,Yes,No,Yes,16,85.35
Female,No,No,Yes,2,79.65
Female,No,No,Yes,10,19.3
Female,No,No,Yes,2,79.6
Male,Yes,Yes,Yes,20,96.8
Male,Yes,No,Yes,20,20.65
Male,Yes,Yes,Yes,19,19.8
Male,No,No,Yes,19,90.6
Male,Yes,No,Yes,22,104.6
Female,No,No,Yes,35,80.05
Female,No,No,Yes,1,45.15
Male,No,No,Yes,39,73.15
Female,Yes,No,Yes,54,99.1
Female,No,No,Yes,1,20.2
Male,Yes,No,Yes,66,106.05
Male,No,No,Yes,56,105.35
Male,No,Yes,Yes,18,45.65
Female,Yes,Yes,Yes,16,79.95
Female,No,No,Yes,68,54.45
Female,Yes,No,Yes,53,25.1
Female,Yes,Yes,Yes,72,84.7
Male,No,No,Yes,9,75.85
Female,No,No,Yes,30,48.8
Female,No,No,Yes,36,99.15
Female,No,No,No,18,35.2
Female,Yes,Yes,Yes,55,76.25
Female,Yes,No,No,39,55.9
Male,No,No,Yes,21,82.35
Male,No,No,No,2,40.4
Male,No,No,Yes,33,24.9
Male,Yes,No,No,44,54.3
Female,Yes,Yes,Yes,30,66.3
Female,Yes,No,Yes,71,20.9
Female,No,No,Yes,4,75.35
Male,No,Yes,Yes,35,85.15
Male,Yes,No,Yes,1,75.35
Male,Yes,No,Yes,23,104.45
Female,No,Yes,No,22,49.45
Female,No,Yes,Yes,49,19.45
Female,Yes,Yes,Yes,42,92.15
Female,Yes,Yes,Yes,33,93.8
Female,Yes,Yes,Yes,7,19.85
Female,Yes,Yes,Yes,67,100.25
Male,No,No,Yes,15,95.7
Male,Yes,No,Yes,67,93.15
Male,Yes,Yes,Yes,53,69.7
Male,Yes,Yes,Yes,21,19.8
Female,Yes,Yes,Yes,40,71.35
Female,Yes,Yes,Yes,22,20.75
Male,No,No,No,39,40.6
Male,No,No,Yes,45,20.4
Female,Yes,No,Yes,2,20.35
Female,Yes,Yes,Yes,57,19.75
Male,Yes,Yes,Yes,8,54.4
Male,Yes,No,Yes,7,94.7
Male,No,No,No,6,30.5
Female,Yes,Yes,Yes,7,20.45
Male,No,No,Yes,49,66.15
Female,No,No,Yes,65,89.85
Female,No,No,Yes,55,45.05
Male,Yes,Yes,Yes,71,86.85
Male,No,No,Yes,35,96.75
Male,No,No,Yes,3,77.0
Female,No,Yes,Yes,11,20.1
Female,No,No,Yes,1,75.3
Male,No,No,Yes,17,106.65
Female,Yes,No,Yes,72,110.15
Female,Yes,Yes,Yes,28,82.85
Female,Yes,No,Yes,18,20.1
Female,Yes,No,Yes,40,99.2
Female,No,No,Yes,52,59.45
Female,Yes,No,Yes,47,58.6
Female,No,No,Yes,23,49.7
Male,Yes,Yes,Yes,66,65.85
Female,No,No,Yes,8,73.5
Male,No,No,Yes,47,85.5
Female,No,No,Yes,7,20.05
Female,Yes,Yes,Yes,71,113.65
Female,No,No,Yes,50,83.4
Male,Yes,No,Yes,46,65.65
Male,No,No,Yes,1,70.4
Female,No,No,No,66,61.35
Female,Yes,No,Yes,42,85.9
Female,No,No,Yes,5,75.65
Male,Yes,Yes,Yes,7,49.75
Male,No,No,Yes,29,70.9
Female,Yes,Yes,Yes,27,49.85
Female,No,No,Yes,15,75.3
Female,Yes,Yes,Yes,25,20.1
Female,Yes,No,Yes,11,94.0
Male,Yes,No,Yes,57,103.05
Male,No,No,Yes,67,118.35
Female,Yes,No,Yes,47,99.7
Female,No,No,Yes,13,81.9
Male,No,No,No,8,30.45
Female,Yes,No,Yes,44,96.1
Male,Yes,Yes,Yes,71,66.2
Male,Yes,No,Yes,24,104.25
Male,No,No,Yes,15,80.2
Female,No,No,Yes,1,19.75
Male,No,No,Yes,2,72.6
Male,No,No,Yes,55,116.5
Male,No,No,Yes,71,106.8
Male,Yes,Yes,Yes,50,24.95
Male,No,No,Yes,1,89.25
Male,No,No,Yes,5,19.25
Female,No,No,Yes,66,104.55
Female,Yes,Yes,Yes,49,87.2
Female,Yes,No,No,3,30.75
Male,Yes,Yes,Yes,66,25.7
Male,No,Yes,Yes,11,86.2
Male,No,No,No,28,30.1
Male,Yes,No,Yes,65,99.35
Female,No,No,Yes,62,19.2
Female,Yes,No,Yes,2,20.1
Female,No,No,Yes,2,20.35
Female,Yes,Yes,Yes,55,25.65
Male,Yes,No,Yes,41,94.55
Female,Yes,Yes,Yes,17,104.2
Female,No,No,Yes,30,94.4
Male,No,No,Yes,17,56.1
Female,Yes,Yes,Yes,16,68.25
Male,No,No,Yes,72,24.75
Male,No,No,Yes,9,76.25
Female,No,No,Yes,1,74.35
Male,No,Yes,Yes,23,54.15
Male,No,Yes,Yes,8,19.45
Male,Yes,Yes,No,19,34.95
Female,No,No,Yes,7,53.65
Male,No,No,Yes,1,69.65
Male,No,No,Yes,61,104.0
Female,Yes,No,Yes,57,70.35
Male,No,No,Yes,9,80.8
Male,No,Yes,Yes,15,64.85
Female,No,No,Yes,1,19.65
Female,Yes,No,Yes,12,45.9
Male,No,No,Yes,54,20.0
Male,Yes,Yes,Yes,4,44.8
Female,No,No,Yes,7,80.3
Female,Yes,No,Yes,20,20.35
Female,No,Yes,No,26,45.8
Male,Yes,No,Yes,36,84.1
Female,Yes,No,Yes,53,108.95
Male,No,No,Yes,3,69.35
Female,No,No,No,68,64.35
Male,Yes,Yes,Yes,72,90.8
Male,No,No,Yes,12,24.95
Female,Yes,Yes,Yes,34,79.6
Female,Yes,No,Yes,68,84.7
Female,No,Yes,Yes,50,70.8
Female,No,No,No,1,36.45
Female,No,No,Yes,41,104.4
Male,Yes,No,Yes,30,101.5
Male,No,No,Yes,1,54.3
Male,Yes,Yes,Yes,29,103.95
Female,Yes,Yes,Yes,23,91.1
Male,No,Yes,Yes,60,19.95
Female,Yes,No,Yes,72,26.45
Male,No,Yes,Yes,22,89.4
Male,No,No,Yes,72,75.1
Female,No,No,Yes,66,108.1
Female,Yes,No,Yes,72,110.15
Female,Yes,No,Yes,47,80.35
Female,No,No,Yes,51,111.5
Female,Yes,Yes,Yes,70,106.5
Male,No,No,Yes,9,19.9
Male,Yes,Yes,Yes,59,111.1
Male,No,Yes,Yes,3,70.7
Male,Yes,No,No,38,24.85
Female,No,No,Yes,37,91.2
Male,No,No,Yes,37,65.6
Female,Yes,No,No,24,40.65
Female,Yes,Yes,Yes,14,59.45
Male,Yes,No,Yes,72,109.95
Male,Yes,No,No,53,60.45
Female,Yes,No,Yes,8,84.9
Male,Yes,Yes,No,72,38.5
Female,Yes,No,Yes,17,92.55
Female,Yes,Yes,Yes,2,73.55
Female,Yes,No,Yes,8,20.15
Female,Yes,No,No,48,34.7
Female,No,No,Yes,10,24.5
Male,Yes,Yes,Yes,0,19.7
Male,No,No,Yes,1,20.6
Female,No,No,Yes,29,58.0
Female,Yes,Yes,Yes,65,107.45
Female,No,No,Yes,8,65.5
Male,Yes,No,Yes,61,25.45
Female,No,No,Yes,45,100.15
Male,Yes,Yes,Yes,72,104.45
Male,Yes,Yes,Yes,12,21.15
Male,No,No,Yes,7,96.2
Male,No,No,Yes,9,44.4
Female,Yes,No,Yes,43,107.55
Male,Yes,Yes,Yes,58,94.35
Male,Yes,No,Yes,16,98.75
Male,Yes,Yes,Yes,2,20.3
Female,Yes,No,Yes,8,101.15
Female,Yes,No,Yes,40,105.75
Male,No,No,Yes,9,81.15
Male,No,No,Yes,41,89.55
Female,No,No,Yes,26,54.75
Female,Yes,No,Yes,33,53.75
Male,Yes,Yes,Yes,68,105.75
Female,Yes,No,Yes,65,105.85
Male,No,No,Yes,55,64.2
Male,No,No,Yes,20,88.7
Male,No,No,Yes,19,87.7
Female,No,No,Yes,45,89.3
Female,Yes,Yes,Yes,70,20.15
Female,No,No,Yes,2,79.75
Female,No,No,Yes,27,94.55
Female,Yes,No,Yes,12,20.05
Male,No,Yes,No,72,67.2
Male,No,No,Yes,12,94.55
Female,No,No,Yes,5,69.05
Male,Yes,No,Yes,71,107.5
Male,No,No,Yes,35,73.0
Male,Yes,Yes,Yes,70,114.75
Female,No,No,Yes,31,76.05
Male,Yes,Yes,Yes,52,96.25
Male,No,No,Yes,37,101.1
Male,No,No,Yes,69,104.7
Male,Yes,No,Yes,30,77.9
Female,No,No,Yes,33,90.65
Male,Yes,No,Yes,54,110.45
Female,No,No,Yes,59,68.7
Male,No,No,No,55,44.85
Male,Yes,No,No,69,29.8
Female,No,No,Yes,66,88.9
Male,Yes,Yes,Yes,37,58.75
Male,Yes,No,Yes,9,19.85
Male,Yes,Yes,Yes,69,86.9
Male,No,No,Yes,10,59.65
Male,No,Yes,Yes,40,55.25
Male,No,Yes,Yes,13,66.4
Female,No,No,Yes,6,90.1
Female,Yes,Yes,Yes,69,20.15
Female,Yes,No,Yes,66,108.1
Male,No,No,Yes,11,53.75
Male,Yes,Yes,Yes,46,56.9
Female,No,No,Yes,6,89.3
Female,Yes,Yes,Yes,56,109.6
Male,Yes,Yes,Yes,70,25.15
Female,Yes,Yes,Yes,33,79.15
Female,Yes,Yes,Yes,72,66.75
Female,Yes,No,Yes,3,95.2
Female,No,Yes,Yes,19,48.8
Female,No,No,No,5,45.7
Female,Yes,No,Yes,71,80.7
Male,Yes,No,Yes,8,74.5
Male,No,No,Yes,1,20.55
Female,No,No,Yes,1,79.65
Female,No,No,Yes,61,115.1
Female,Yes,Yes,No,71,59.7
Female,Yes,No,Yes,68,86.45
Male,No,No,No,46,33.7
Male,No,No,Yes,33,80.1
Female,Yes,Yes,Yes,53,104.05
Female,Yes,No,Yes,50,108.75
Female,No,No,No,57,41.1
Female,Yes,Yes,Yes,54,20.35
Female,Yes,No,Yes,60,105.9
Female,Yes,No,Yes,28,101.3
Female,Yes,Yes,Yes,1,80.05
Male,Yes,Yes,Yes,29,89.2
Female,Yes,Yes,Yes,10,65.5
Male,No,Yes,No,43,40.45
Male,Yes,No,Yes,13,70.45
Female,Yes,No,Yes,43,78.8
Male,Yes,Yes,Yes,19,83.65
Male,Yes,Yes,Yes,1,90.1
Female,No,No,Yes,69,82.45
Female,Yes,No,Yes,61,20.25
Male,Yes,No,Yes,43,66.25
Female,Yes,No,Yes,6,19.5
Male,No,No,Yes,1,51.25
Male,Yes,No,Yes,56,89.7
Female,Yes,No,No,70,64.55
Male,No,No,Yes,1,45.6
Male,Yes,Yes,Yes,49,93.65
Female,No,No,Yes,6,49.65
